82,Get PFC Enable,port.pfc_enable.get(),
83,Set Gap Monitor,port.gap_monitor.set(),
84,Get Gap Monitor,port.gap_monitor.get(),
85,Set Checksum Offset,port.checksum.set(),
86,Get Checksum Offset,port.checksum.get(),
87,Set Random Seed,port.random_seed.set(),
88,Get Random Seed,port.random_seed.get(),
89,Set Maximum Header Length,port.max_header_length.set(),
90,Get Maximum Header Length,port.max_header_length.get(),
91,Set IMIX Weights,port.mix.weights.set(),
92,Get IMIX Weights,port.mix.weights.get(),
93,Set IMIX Lengths,port.mix.lengths[0].set(),
94,Set IMIX Lengths,port.mix.lengths[1].set(),
95,Set IMIX Lengths,port.mix.lengths[14].set(),
96,Set IMIX Lengths,port.mix.lengths[15].set(),
97,Get IMIX Lengths,port.mix.lengths[0].get(),
98,Get IMIX Lengths,port.mix.lengths[1].get(),
99,Get IMIX Lengths,port.mix.lengths[14].get(),
100,Get IMIX Lengths,port.mix.lengths[15].get(),
101,Set Payload Mode Normal,port.payload_mode.set_normal(),
102,Set Payload Mode EXTPL,port.payload_mode.set_extpl(),
103,Set Payload Mode CDF,port.payload_mode.set_cdf(),
104,Get Payload Mode,port.payload_mode.get(),
105,Set TPLD Mode Normal,port.tpld_mode.set_normal(),
106,Set TPLD Mode Micro,port.tpld_mode.set_micro(),
107,Get TPLD Mode,port.tpld_mode.get(),
108,Set Loopback None,port.loopback.set_none(),
109,Set Loopback L1RX to TX,port.loopback.set_l1rx2tx(),
110,Set Loopback L2RX to TX,port.loopback.set_l2rx2tx(),
111,Set Loopback L3RX to TX,port.loopback.set_l3rx2tx(),
112,Set Loopback Port to Port,port.loopback.set_port2port(),
113,Set Loopback TXOFF to RX,port.loopback.set_txoff2rx(),
114,Set Loopback TXON to RX,port.loopback.set_txon2rx(),
115,Get Loopback Mode,port.loopback.get(),
116,Set Latency Mode First to First,port.latency_config.mode.set_first2first(),
117,Set Latency Mode First to Last,port.latency_config.mode.set_first2last(),
118,Set Latency Mode Last to First,port.latency_config.mode.set_last2first(),
119,Set Latency Mode Last to Last,port.latency_config.mode.set_last2last(),
120,Get Latency Mode,port.latency_config.mode.get(),
121,Set Latency Offset,port.latency_config.offset.set(),
122,Get Latency Offset,port.latency_config.offset.get(),
123,Set IPv4 Address,port.net_config.ipv4.address.set(),
124,Get IPv4 Address,port.net_config.ipv4.address.get(),
125,Enable IPv4 ARP Reply,port.net_config.ipv4.arp_reply.set_on(),
126,Disable IPv4 ARP Reply,port.net_config.ipv4.arp_reply.set_off(),
127,Get IPv4 ARP Reply,port.net_config.ipv4.arp_reply.get(),
128,Enable IPv4 Ping Reply,port.net_config.ipv4.ping_reply.set_on(),
129,Disable IPv4 Ping Reply,port.net_config.ipv4.ping_reply.set_off(),
130,Get IPv4 Ping Reply,port.net_config.ipv4.ping_reply.get(),
131,Set IPv6 Address,port.net_config.ipv6.address.set(),
132,Get IPv6 Address,port.net_config.ipv6.address.get(),
133,Enable IPv6 NDP Reply,port.net_config.ipv6.arp_reply.set_on(),
134,Disable IPv6 NDP Reply,port.net_config.ipv6.arp_reply.set_off(),
135,Get IPv6 NDP Reply,port.net_config.ipv6.arp_reply.get(),
136,Enable IPv6 Ping Reply,port.net_config.ipv6.ping_reply.set_on(),
137,Disable IPv6 Ping Reply,port.net_config.ipv6.ping_reply.set_off(),
138,Get IPv6 Ping Reply,port.net_config.ipv6.ping_reply.get(),
139,Set IPv4 ARP Table,port.arp_rx_table.set(),
140,Get IPv4 ARP Table,port.arp_rx_table.get(),
141,Set IPv6 NDP Table,port.ndp_rx_table.set(),
142,Get IPv6 NDP Table,port.ndp_rx_table.get(),
143,Set IPv4 Multicast,port.multicast.mode.set(),
144,Get IPv4 Multicast Mode,port.multicast.mode.get(),
145,Set IPv4 Multicast Advanced IGMPv3,port.multicast.mode_extended.set(),
146,Set IPv4 Multicast Advanced IGMPv3,port.multicast.mode_extended.set(),
147,Set IPv4 Multicast Advanced IGMPv2,port.multicast.mode_extended.set(),
148,Set IPv4 Multicast Advanced IGMPv2,port.multicast.mode_extended.set(),
149,Set IPv4 Multicast Advanced IGMPv2,port.multicast.mode_extended.set(),
150,Set IPv4 Multicast Advanced IGMPv2,port.multicast.mode_extended.set(),
151,Set IPv4 Multicast Advanced IGMPv2,port.multicast.mode_extended.set(),
152,Set IPv4 Multicast Advanced IGMPv2,port.multicast.mode_extended.set(),
153,Set IPv4 Multicast Advanced IGMPv2,port.multicast.mode_extended.set(),
154,Set IPv4 Multicast Advanced IGMPv2,port.multicast.mode_extended.set(),
155,Get IPv4 Multicast Advanced,port.multicast.mode_extended.get(),
156,Set IPv4 Multicast Source List,port.multicast.source_list.set(),
157,Get IPv4 Multicast Source List,port.multicast.source_list.get(),
158,Set IPv4 Multicast Header,port.multicast.header.set(),
159,Set IPv4 Multicast Header,port.multicast.header.set(),
160,Get IPv4 Multicast Header,port.multicast.header.get(),
161,Enable UAT Mode,port.uat.mode.set(),Only applicable in Xena1564 test suite.
162,Disable UAT Mode,port.uat.mode.set(),Only applicable in Xena1564 test suite.
163,Get UAT Mode,port.uat.mode.get(),Only applicable in Xena1564 test suite.
164,Get UAT Frame Loss Ratio,port.uat.flr.get(),Only applicable in Xena1564 test suite.
165,Get UAT Status,port.statistics.rx.uat.status.get(),Only applicable in Xena1564 test suite.
166,Get UAT Time,port.statistics.rx.uat.time.get(),Only applicable in Xena1564 test suite.
167,Set Capture Trigger Criteria,port.capturer.trigger.set(),
168,Set Capture Trigger Criteria,port.capturer.trigger.set(),
169,Set Capture Trigger Criteria,port.capturer.trigger.set(),
170,Set Capture Trigger Criteria,port.capturer.trigger.set(),
171,Set Capture Trigger Criteria,port.capturer.trigger.set(),
172,Get Capture Trigger Criteria,port.capturer.trigger.get(),
173,Set Frame to Keep ALL,port.capturer.keep.set(),
174,Set Frame to Keep FCSERR,port.capturer.keep.set(),
175,Set Frame to Keep NOTPLD,port.capturer.keep.set(),
176,Set Frame to Keep PLDERR,port.capturer.keep.set(),
177,Set Frame to Keep TPLD,port.capturer.keep.set(),TPLD == 5
178,Set Frame to Keep FILTER,port.capturer.keep.set(),Filter index == 2
179,Get Frame to Keep,port.capturer.keep.get(),
180,Start Packet Capture,port.capturer.state.set_start(),
181,Stop Packet Capture,port.capturer.state.set_stop(),
182,Get Packet Capture State,port.capturer.state.get(),
183,Get Capture Stats,port.capturer.stats.get(),
184,Read Captured Packets,port.capturer.obtain_captured(),
185,Create Filter,port.filters.create(),
186,Obtain Filter,port.filters.obtain(key=0),
187,Obtain Multiple Filters,"port.filters.obtain_multiple(*[0,1,2])",
188,Sync Filters,port.filters.server_sync(),
189,Remove Filter,port.filters.remove(position_idx=0),
190,Delete Filter,filter.delete(),
191,Get Filter Index,filter.idx,
192,Get Filter Module Index,filter.kind.module_id,
193,Get Filter Port Index,filter.kind.port_id,
194,Enable Filter,filter.enable.set_on(),
195,Disable Filter,filter.enable.set_off(),
196,Get Filter Enable,filter.enable.get(),
197,Set Filter Comment,filter.comment.set(),
198,Get Filter Comment,filter.comment.get(),
199,Set Filter Condition,filter.condition.set(),
200,Get Filter Condition,filter.condition.get(),
201,Set Filter String,filter.string.set(),
202,Get Filter String,filter.string.get(),
203,Create Length Term,port.length_terms.create(),
204,Obtain Length Term,port.length_terms.obtain(key=0),
205,Obtain Multiple Length Terms,"port.length_terms.obtain_multiple(*[0,1,2])",
206,Remove Length Term,port.length_terms.remove(position_idx=0),
207,Delete Length Term,length_term.delete(),
208,Get Length Term Index,length_term.idx,
209,Get Length Term Module Index,length_term.kind.module_id,
210,Get Length Term Port Index,length_term.kind.port_id,
211,Sync Length Terms,port.length_terms.server_sync(),
212,Configure Length Term,length_term.length.set(),
213,Configure Length Term,length_term.length.set(),
214,Get Length Term Config,length_term.length.get(),
215,Create Match Term,port.match_terms.create(),
216,Obtain Match Term,port.match_terms.obtain(key=0),
217,Obtain Multiple Match Terms,"port.match_terms.obtain_multiple(*[0,1,2])",
218,Remove Match Term,port.match_terms.remove(position_idx=0),
219,Delete Match Term,match_term.delete(),
220,Get Match Term Index,match_term.idx,
221,Get Match Term Module Index,match_term.kind.module_id,
222,Get Match Term Port Index,match_term.kind.port_id,
223,Sync Match Terms,port.match_terms.server_sync(),
224,Set Match Term Value,match_term.match.set(),
225,Get Match Term Value,match_term.match.get(),
226,Set Match Term Position,match_term.position.set(),
227,Get Match Term Position,match_term.position.get(),
228,Set Match Term Protocol,match_term.protocol.set(),
229,Get Match Term Protocol,match_term.protocol.get(),
230,Create Histogram,port.datasets.create(),
231,Obtain Histogram,port.datasets.obtain(key=0),
232,Obtain Multiple Histograms,"port.datasets.obtain_multiple(*[0,1,2])",
233,Get Histogram Index,histogram.idx,
234,Get Histogram Module Index,histogram.kind.module_id,
235,Get Histogram Port Index,histogram.kind.port_id,
236,Sync Histograms,port.datasets.server_sync(),
237,Remove Histogram,port.datasets.remove(position_idx=0),
238,Delete Histogram,histogram.delete(),
239,Enable Histogram,histogram.enable.set_on(),
240,Disable Histogram,histogram.enable.set_off(),
241,Get Histogram Enable,histogram.enable.get(),
242,Configure Histogram Source TX_IFG,histogram.source.set(),
243,Configure Histogram Source TX_LEN,histogram.source.set(),
244,Configure Histogram Source RX_IFG,histogram.source.set(),
245,Configure Histogram Source RX_LEN,histogram.source.set(),
246,Configure Histogram Source RX_LATENCY,histogram.source.set(),
247,Configure Histogram Source RX_JITTER,histogram.source.set(),
248,Get Histogram Source,histogram.source.get(),first value going into the second bucket
249,Configure Histogram Range,histogram.range.set(),
250,Get Histogram Range,histogram.range.get(),
251,Get Histogram Samples,histogram.samples.get(),
252,Get Port Error Counter,port.errors_count.get(),
253,Clear TX Statistics,port.statistics.tx.clear.set(),Clear all the transmit statistics for a port.
254,Get Total TX Traffic,port.statistics.tx.total.get(),Obtains statistics concerning all the packets transmitted on the port.
255,Get TX Non-TPLD Traffic,port.statistics.tx.no_tpld.get(),Obtains statistics concerning the packets without a test payload transmitted on the port.
256,Get Extra TX Counters,port.statistics.tx.extra.get(),Obtains additional statistics for packets transmitted on the port.
257,Get TX Stream Counters,port.statistics.tx.obtain_from_stream(stream=0).get(),Obtains statistics concerning the packets of a specific stream transmitted on the port.
258,Clear RX Statistics,port.statistics.rx.clear.set(),Clear all the receive statistics for a port.
259,Calibrate RX Latency,port.statistics.rx.calibrate.set(),Calibrate the latency calculation for packets received on the port.
260,Get Total RX Traffic,port.statistics.rx.total.get(),Obtains statistics concerning all the packets received on the port.
261,Get RX Non-TPLD Traffic,port.statistics.rx.no_tpld.get(),Obtains statistics concerning the packets without a test payload received on the port.
262,Get RX PFC Counters,port.statistics.rx.pfc_stats.get(),Obtains statistics of received Priority Flow Control (PFC) packets on the port.
263,Get Extra RX Counters,port.statistics.rx.extra.get(),Obtains statistics concerning special errors received on the port since received statistics were cleared.
264,Get Received TPLDs,port.statistics.rx.obtain_available_tplds(),Obtain the set of test payload IDs observed among the received packets since receive statistics were cleared.
265,Get RX Error Counters Per TPLD,port.statistics.rx.access_tpld(...).errors.get(),Obtains statistics concerning errors in the packets with a particular test payload id received on the port.
266,Get RX Latency Per TPLD,port.statistics.rx.access_tpld(...).latency.get(),Obtains statistics concerning the latency experienced by the packets with a particular test payload id received on the port.
267,Get RX Jitter Per TPLD,port.statistics.rx.access_tpld(...).jitter.get(),Obtains statistics concerning the jitter experienced by the packets with a particular test payload id received on the port.
268,Get RX Traffic Per TPLD,port.statistics.rx.access_tpld(...).traffic.get(),Obtains traffic statistics concerning the packets with a particular test payload identifier received on the port.
269,Get RX Filtered Traffic,port.statistics.rx.obtain_filter_statistics(filter=0).get(),Obtains statistics concerning the packets satisfying the condition of a particular filter for the port.
270,Set MDI/MDIX Mode Auto,port.mdix_mode.set_auto(),
271,Set MDI/MDIX Mode MDI,port.mdix_mode.set_mdi(),
272,Set MDI/MDIX Mode MDIX,port.mdix_mode.set_mdix(),
273,Get MDI/MDIX Mode,port.mdix_mode.get(),
274,Set BroadR Reach Master,port.brr.mode.set_master(),
275,Set BroadR Reach Slave,port.brr.mode.set_slave(),
276,Get BroadR Reach Mode,port.brr.mode.get(),
277,Get BroadR Reach Status,port.brr.status.get(),
278,Get EEE Capabilities,port.eee.capabilities.get(),
279,Get EEE Partner Capabilities,port.eee.partner_capabilities.get(),
280,Disable EEE,port.eee.enable.set_off(),
281,Enable EEE,port.eee.enable.set_on(),
282,Get EEE Enable,port.eee.enable.get(),
283,Set EEE Low Power TX Off,port.eee.mode.set_off(),
284,Set EEE Low Power TX On,port.eee.mode.set_on(),
285,Get EEE Mode,port.eee.mode.get(),
286,Get EEE RX Power,port.eee.rx_power.get(),
287,Get EEE SNR Margin,port.eee.snr_margin.get(),
288,Get EEE Status,port.eee.status.get(),
289,Set Runt RX Length,port.runt.rx_length.set(),Runt - RX Length
290,Get Runt RX Length,port.runt.rx_length.get(),Runt - RX Length
291,Set Runt TX Length,port.runt.tx_length.set(),Runt - TX Length
292,Get Runt TX Length,port.runt.tx_length.get(),Runt - TX Length
293,Get Runt Length Errors,port.runt.has_length_errors.get(),Runt - Length Error
294,Enable RX Preamble Insert,port.preamble.rx_insert.set(),RX Preamble Insert
295,Disable RX Preamble Insert,port.preamble.rx_insert.set(),RX Preamble Insert
296,Get RX Preamble Insert,port.preamble.rx_insert.get(),RX Preamble Insert
297,Enable TX Preamble Remove,port.preamble.tx_remove.set(),TX Preamble Removal
298,Disable TX Preamble Remove,port.preamble.tx_remove.set(),TX Preamble Removal
299,Get TX Preamble Remove,port.preamble.tx_remove.get(),TX Preamble Removal
